Date,Symbol,Open,High,Low,Close,Close_Adj
2017-09-28,hk00626,3.57,3.58,3.57,3.58,3.57
2017-09-27,hk00626,3.58,3.59,3.57,3.57,3.57
2017-09-26,hk00626,3.57,3.57,3.57,3.57,3.57
2017-09-25,hk00626,3.58,3.58,3.56,3.57,3.57
2017-09-22,hk00626,3.57,3.58,3.57,3.57,3.58
2017-09-21,hk00626,3.58,3.6,3.58,3.58,3.6
2017-09-20,hk00626,3.59,3.6,3.59,3.6,3.59
2017-09-19,hk00626,3.58,3.6,3.57,3.59,3.58
2017-09-18,hk00626,3.59,3.59,3.57,3.58,3.59
2017-09-15,hk00626,3.57,3.59,3.57,3.59,3.58
2017-09-14,hk00626,3.59,3.59,3.58,3.58,3.59
2017-09-13,hk00626,3.6,3.6,3.58,3.59,3.6
2017-09-12,hk00626,3.6,3.61,3.58,3.6,3.6
2017-09-11,hk00626,3.58,3.6,3.58,3.6,3.58
2017-09-08,hk00626,3.59,3.59,3.58,3.58,3.58
2017-09-07,hk00626,3.58,3.6,3.58,3.58,3.58
2017-09-06,hk00626,3.56,3.61,3.56,3.58,3.58
2017-09-05,hk00626,3.56,3.58,3.55,3.58,3.56
2017-09-04,hk00626,3.58,3.58,3.56,3.56,3.59
2017-09-01,hk00626,3.6,3.6,3.59,3.59,3.6
2017-08-31,hk00626,3.58,3.61,3.58,3.6,3.58
2017-08-30,hk00626,3.59,3.6,3.58,3.58,3.6
2017-08-29,hk00626,3.57,3.6,3.56,3.6,3.6
2017-08-28,hk00626,3.57,3.6,3.57,3.6,3.57
2017-08-25,hk00626,3.56,3.57,3.56,3.57,3.57
2017-08-24,hk00626,3.56,3.57,3.56,3.57,3.56
2017-08-22,hk00626,3.57,3.58,3.55,3.56,3.56
2017-08-21,hk00626,3.52,3.56,3.52,3.56,3.52
2017-08-18,hk00626,3.58,3.59,3.51,3.52,3.6
2017-08-17,hk00626,3.6,3.6,3.6,3.6,3.59
2017-08-16,hk00626,3.61,3.61,3.57,3.59,3.6
2017-08-15,hk00626,3.57,3.6,3.55,3.6,3.57
2017-08-14,hk00626,3.54,3.57,3.53,3.57,3.55
2017-08-11,hk00626,3.56,3.56,3.52,3.55,3.59
2017-08-10,hk00626,3.61,3.61,3.56,3.59,3.61
2017-08-09,hk00626,3.63,3.63,3.58,3.61,3.62
2017-08-08,hk00626,3.62,3.62,3.61,3.62,3.62
2017-08-07,hk00626,3.62,3.63,3.61,3.62,3.62
2017-08-04,hk00626,3.62,3.63,3.62,3.62,3.62
2017-08-03,hk00626,3.63,3.64,3.62,3.62,3.65
2017-08-02,hk00626,3.64,3.65,3.63,3.65,3.65
2017-08-01,hk00626,3.63,3.65,3.62,3.65,3.63
2017-07-31,hk00626,3.65,3.65,3.63,3.63,3.65
2017-07-28,hk00626,3.61,3.65,3.61,3.65,3.61
2017-07-27,hk00626,3.6,3.65,3.6,3.61,3.61
2017-07-26,hk00626,3.61,3.61,3.6,3.61,3.61
2017-07-25,hk00626,3.6,3.61,3.6,3.61,3.6
2017-07-24,hk00626,3.63,3.63,3.6,3.6,3.63
2017-07-21,hk00626,3.65,3.69,3.62,3.63,3.62
2017-07-20,hk00626,3.71,3.71,3.61,3.62,3.7
2017-07-19,hk00626,3.74,3.77,3.7,3.75,3.77
2017-07-18,hk00626,3.76,3.77,3.72,3.77,3.77
2017-07-17,hk00626,3.79,3.81,3.72,3.77,3.76
2017-07-14,hk00626,3.61,3.8,3.61,3.76,3.6
2017-07-13,hk00626,3.6,3.61,3.59,3.6,3.6
2017-07-12,hk00626,3.58,3.61,3.57,3.6,3.56
2017-07-11,hk00626,3.57,3.57,3.56,3.56,3.56
2017-07-10,hk00626,3.54,3.57,3.54,3.56,3.54
2017-07-07,hk00626,3.55,3.55,3.54,3.54,3.55
2017-07-06,hk00626,3.55,3.56,3.54,3.55,3.54
2017-07-05,hk00626,3.53,3.55,3.52,3.54,3.53
2017-07-04,hk00626,3.55,3.55,3.53,3.53,3.55
2017-07-03,hk00626,3.55,3.55,3.54,3.55,3.55
2017-06-30,hk00626,3.54,3.55,3.53,3.55,3.55
2017-06-29,hk00626,3.53,3.55,3.53,3.55,3.53
2017-06-28,hk00626,3.53,3.55,3.53,3.53,3.55
2017-06-27,hk00626,3.55,3.56,3.55,3.55,3.55
2017-06-26,hk00626,3.52,3.55,3.52,3.55,3.52
2017-06-23,hk00626,3.52,3.52,3.51,3.52,3.53
2017-06-22,hk00626,3.55,3.55,3.52,3.53,3.54
2017-06-21,hk00626,3.54,3.56,3.54,3.54,3.54
2017-06-20,hk00626,3.55,3.55,3.53,3.54,3.55
2017-06-19,hk00626,3.54,3.55,3.54,3.55,3.53
2017-06-16,hk00626,3.53,3.53,3.53,3.53,3.53
2017-06-15,hk00626,3.53,3.54,3.52,3.53,3.53
2017-06-14,hk00626,3.56,3.56,3.52,3.53,3.54
2017-06-13,hk00626,3.53,3.55,3.53,3.54,3.52
2017-06-12,hk00626,3.54,3.54,3.52,3.52,3.56
2017-06-09,hk00626,3.55,3.56,3.54,3.56,3.55
2017-06-08,hk00626,3.56,3.56,3.55,3.55,3.57
2017-06-07,hk00626,3.56,3.59,3.56,3.57,3.56
2017-06-06,hk00626,3.55,3.57,3.55,3.56,3.56
2017-06-05,hk00626,3.55,3.56,3.54,3.56,3.55
2017-06-02,hk00626,3.55,3.55,3.54,3.55,3.55
2017-06-01,hk00626,3.54,3.55,3.54,3.55,3.55
2017-05-31,hk00626,3.54,3.56,3.53,3.55,3.53
2017-05-29,hk00626,3.53,3.54,3.53,3.53,3.53
2017-05-26,hk00626,3.53,3.55,3.5,3.53,3.54
2017-05-25,hk00626,3.52,3.54,3.52,3.54,3.52
2017-05-24,hk00626,3.5,3.53,3.49,3.52,3.53
2017-05-23,hk00626,3.52,3.53,3.5,3.53,3.52
2017-05-22,hk00626,3.52,3.53,3.5,3.52,3.51
2017-05-19,hk00626,3.5,3.52,3.49,3.51,3.5
2017-05-18,hk00626,3.51,3.54,3.46,3.5,3.52
2017-05-17,hk00626,3.54,3.55,3.52,3.52,3.54
2017-05-16,hk00626,3.54,3.55,3.53,3.54,3.55
2017-05-15,hk00626,3.53,3.55,3.53,3.55,3.52
2017-05-12,hk00626,3.51,3.54,3.51,3.52,3.51
2017-05-11,hk00626,3.54,3.54,3.51,3.51,3.54
2017-05-10,hk00626,3.56,3.56,3.53,3.54,3.6
2017-05-09,hk00626,3.56,3.6,3.56,3.6,3.57
2017-05-08,hk00626,3.57,3.57,3.57,3.57,3.57
2017-05-05,hk00626,3.6,3.61,3.56,3.57,3.62
2017-05-04,hk00626,3.6,3.62,3.58,3.62,3.6
2017-05-02,hk00626,3.6,3.63,3.6,3.6,3.6
2017-04-28,hk00626,3.6,3.61,3.6,3.6,3.61
2017-04-27,hk00626,3.58,3.61,3.58,3.61,3.58
2017-04-26,hk00626,3.59,3.59,3.57,3.58,3.59
2017-04-25,hk00626,3.57,3.59,3.57,3.59,3.57
2017-04-24,hk00626,3.56,3.57,3.56,3.57,3.6
2017-04-21,hk00626,3.59,3.6,3.58,3.6,3.6
2017-04-20,hk00626,3.58,3.6,3.58,3.6,3.58
2017-04-19,hk00626,3.59,3.6,3.58,3.58,3.6
2017-04-18,hk00626,3.61,3.61,3.6,3.6,3.63
2017-04-13,hk00626,3.6,3.63,3.6,3.63,3.6
2017-04-12,hk00626,3.61,3.63,3.57,3.6,3.6
2017-04-11,hk00626,3.59,3.63,3.59,3.6,3.62
2017-04-10,hk00626,3.62,3.65,3.6,3.62,3.6
2017-04-07,hk00626,3.63,3.63,3.58,3.6,3.64
2017-04-06,hk00626,3.62,3.67,3.62,3.64,3.65
2017-04-05,hk00626,3.62,3.66,3.6,3.65,3.62
2017-04-03,hk00626,3.59,3.72,3.59,3.62,3.59
2017-03-31,hk00626,3.59,3.59,3.55,3.59,3.59
2017-03-30,hk00626,3.56,3.59,3.55,3.59,3.58
2017-03-29,hk00626,3.59,3.59,3.58,3.58,3.58
2017-03-28,hk00626,3.59,3.59,3.58,3.58,3.59
2017-03-27,hk00626,3.59,3.61,3.58,3.59,3.6
2017-03-24,hk00626,3.61,3.61,3.59,3.6,3.6
2017-03-23,hk00626,3.61,3.61,3.6,3.6,3.61
2017-03-22,hk00626,3.58,3.62,3.57,3.61,3.6
2017-03-21,hk00626,3.62,3.63,3.6,3.6,3.62
2017-03-20,hk00626,3.6,3.63,3.6,3.62,3.64
2017-03-17,hk00626,3.63,3.65,3.62,3.64,3.62
2017-03-16,hk00626,3.61,3.63,3.61,3.62,3.61
2017-03-15,hk00626,3.6,3.61,3.6,3.61,3.61
2017-03-14,hk00626,3.61,3.62,3.6,3.61,3.62
2017-03-13,hk00626,3.62,3.63,3.58,3.62,3.58
2017-03-10,hk00626,3.58,3.59,3.53,3.58,3.59
2017-03-09,hk00626,3.62,3.62,3.58,3.59,3.62
2017-03-08,hk00626,3.57,3.63,3.57,3.62,3.57
2017-03-07,hk00626,3.57,3.58,3.56,3.57,3.57
2017-03-06,hk00626,3.52,3.59,3.52,3.57,3.5
2017-03-03,hk00626,3.5,3.51,3.49,3.5,3.5
2017-03-02,hk00626,3.48,3.52,3.48,3.5,3.48
2017-03-01,hk00626,3.48,3.49,3.48,3.48,3.48
2017-02-28,hk00626,3.48,3.48,3.47,3.48,3.49
2017-02-27,hk00626,3.49,3.5,3.49,3.49,3.49
2017-02-24,hk00626,3.49,3.5,3.49,3.49,3.5
2017-02-23,hk00626,3.48,3.51,3.47,3.5,3.5
2017-02-22,hk00626,3.48,3.52,3.48,3.5,3.49
2017-02-21,hk00626,3.48,3.5,3.47,3.49,3.48
2017-02-20,hk00626,3.48,3.49,3.48,3.48,3.49
2017-02-17,hk00626,3.54,3.54,3.46,3.49,3.53
2017-02-16,hk00626,3.6,3.6,3.51,3.53,3.5
2017-02-15,hk00626,3.49,3.52,3.49,3.5,3.49
2017-02-14,hk00626,3.48,3.49,3.46,3.49,3.48
2017-02-13,hk00626,3.48,3.5,3.46,3.48,3.48
2017-02-10,hk00626,3.43,3.48,3.43,3.48,3.43
2017-02-09,hk00626,3.42,3.43,3.41,3.43,3.41
2017-02-08,hk00626,3.39,3.42,3.39,3.41,3.39
2017-02-07,hk00626,3.39,3.39,3.39,3.39,3.41
2017-02-06,hk00626,3.38,3.41,3.38,3.41,3.37
2017-02-03,hk00626,3.38,3.38,3.37,3.37,3.38
2017-02-02,hk00626,3.4,3.43,3.38,3.38,3.39
2017-02-01,hk00626,3.39,3.4,3.38,3.39,3.39
2017-01-27,hk00626,3.4,3.4,3.35,3.39,3.42
2017-01-26,hk00626,3.45,3.45,3.42,3.42,3.39
2017-01-25,hk00626,3.4,3.43,3.39,3.39,3.39
2017-01-23,hk00626,3.51,3.58,3.51,3.55,3.5
2017-01-20,hk00626,3.52,3.53,3.5,3.5,3.52
2017-01-19,hk00626,3.49,3.52,3.49,3.52,3.49
2017-01-17,hk00626,3.45,3.49,3.45,3.46,3.41
2017-01-16,hk00626,3.43,3.45,3.41,3.41,3.43
2017-01-13,hk00626,3.45,3.45,3.43,3.43,3.46
2017-01-12,hk00626,3.48,3.48,3.44,3.46,3.49
2017-01-11,hk00626,3.49,3.49,3.44,3.49,3.49
2017-01-10,hk00626,3.49,3.49,3.49,3.49,3.46
2017-01-09,hk00626,3.5,3.5,3.45,3.46,3.51
2017-01-06,hk00626,3.51,3.53,3.5,3.51,3.51
2017-01-05,hk00626,3.53,3.53,3.5,3.51,3.53
2017-01-04,hk00626,3.53,3.53,3.52,3.53,3.53
2017-01-03,hk00626,3.51,3.57,3.47,3.53,3.5
2016-12-30,hk00626,3.49,3.52,3.48,3.5,3.48
2016-12-29,hk00626,3.42,3.5,3.42,3.48,3.44
2016-12-28,hk00626,3.4,3.44,3.39,3.44,3.35
2016-12-23,hk00626,3.34,3.35,3.34,3.35,3.36
2016-12-22,hk00626,3.35,3.36,3.35,3.36,3.35
2016-12-21,hk00626,3.35,3.36,3.34,3.35,3.35
2016-12-20,hk00626,3.37,3.38,3.34,3.35,3.37
2016-12-19,hk00626,3.36,3.37,3.36,3.37,3.37
2016-12-16,hk00626,3.39,3.39,3.37,3.37,3.38
2016-12-15,hk00626,3.36,3.38,3.36,3.38,3.38
2016-12-14,hk00626,3.4,3.4,3.38,3.38,3.4
2016-12-13,hk00626,3.39,3.4,3.39,3.4,3.37
2016-12-12,hk00626,3.39,3.39,3.36,3.37,3.39
2016-12-09,hk00626,3.35,3.4,3.35,3.39,3.35
2016-12-08,hk00626,3.4,3.4,3.35,3.35,3.36
2016-12-07,hk00626,3.42,3.42,3.36,3.36,3.4
2016-12-06,hk00626,3.39,3.4,3.39,3.4,3.38
