Date,Symbol,Open,High,Low,Close,Close_Adj
2017-09-28,hk00170,6.51,6.58,6.51,6.58,6.47
2017-09-27,hk00170,6.48,6.5,6.45,6.47,6.5
2017-09-26,hk00170,6.5,6.5,6.5,6.5,6.48
2017-09-25,hk00170,6.47,6.47,6.47,6.48,6.47
2017-09-22,hk00170,6.47,6.47,6.47,6.47,6.5
2017-09-21,hk00170,6.46,6.5,6.45,6.5,6.46
2017-09-20,hk00170,6.51,6.51,6.46,6.46,6.5
2017-09-19,hk00170,6.5,6.51,6.48,6.5,6.46
2017-09-18,hk00170,6.48,6.48,6.46,6.46,6.5
2017-09-15,hk00170,0.0,0.0,0.0,6.5,6.5
2017-09-14,hk00170,6.5,6.5,6.5,6.5,6.5
2017-09-13,hk00170,6.46,6.5,6.45,6.5,6.5
2017-09-12,hk00170,6.5,6.5,6.5,6.5,6.5
2017-09-11,hk00170,6.52,6.52,6.5,6.5,6.5
2017-09-08,hk00170,6.5,6.5,6.5,6.5,6.5
2017-09-07,hk00170,6.55,6.56,6.5,6.5,6.56
2017-09-06,hk00170,6.56,6.57,6.56,6.56,6.55
2017-09-05,hk00170,6.59,6.59,6.55,6.55,6.56
2017-09-04,hk00170,6.53,6.56,6.53,6.56,6.53
2017-09-01,hk00170,6.5,6.53,6.5,6.53,6.5
2017-08-31,hk00170,0.0,0.0,0.0,6.5,6.5
2017-08-30,hk00170,6.48,6.5,6.48,6.5,6.46
2017-08-29,hk00170,6.48,6.48,6.46,6.46,6.46
2017-08-28,hk00170,6.49,6.49,6.46,6.46,6.49
2017-08-25,hk00170,6.48,6.49,6.48,6.49,6.46
2017-08-24,hk00170,6.48,6.48,6.45,6.46,6.47
2017-08-22,hk00170,6.47,6.47,6.46,6.47,6.47
2017-08-21,hk00170,6.46,6.47,6.41,6.47,6.47
2017-08-18,hk00170,6.5,6.5,6.47,6.47,6.48
2017-08-17,hk00170,6.46,6.48,6.46,6.48,6.48
2017-08-16,hk00170,6.47,6.47,6.46,6.48,6.47
2017-08-15,hk00170,6.48,6.48,6.46,6.47,6.48
2017-08-14,hk00170,6.48,6.48,6.48,6.48,6.48
2017-08-11,hk00170,6.48,6.49,6.48,6.48,6.48
2017-08-10,hk00170,6.48,6.5,6.48,6.48,6.48
2017-08-09,hk00170,6.5,6.5,6.48,6.48,6.5
2017-08-08,hk00170,6.47,6.53,6.47,6.5,6.47
